"Date","Price","Open","High","Low","Vol.","Change %"
"2019-09-05","9,277.22","9,277.22","9,277.22","9,277.22","","1.35%"
"2019-09-04","9,154.05","9,154.05","9,154.05","9,154.05","","1.07%"
"2019-09-03","9,056.79","9,056.79","9,056.79","9,056.79","","-0.77%"
"2019-08-30","9,126.79","9,126.79","9,126.79","9,126.79","","0.06%"
"2019-08-29","9,121.26","9,121.26","9,121.26","9,121.26","","1.32%"
"2019-08-28","9,002.37","9,002.37","9,002.37","9,002.37","","0.67%"
"2019-08-27","8,942.48","8,942.48","8,942.48","8,942.48","","-0.43%"
"2019-08-26","8,981.12","8,981.12","8,981.12","8,981.12","","1.07%"
"2019-08-23","8,886.03","8,886.03","8,886.03","8,886.03","","-2.60%"
"2019-08-22","9,123.48","9,123.48","9,123.48","9,123.48","","-0.07%"
"2019-08-21","9,129.43","9,129.43","9,129.43","9,129.43","","0.83%"
"2019-08-20","9,054.09","9,054.09","9,054.09","9,054.09","","-0.75%"
"2019-08-19","9,122.58","9,122.58","9,122.58","9,122.58","","1.16%"
"2019-08-16","9,018.11","9,018.11","9,018.11","9,018.11","","1.54%"
"2019-08-15","8,881.76","8,881.76","8,881.76","8,881.76","","0.19%"
"2019-08-14","8,864.64","8,864.64","8,864.64","8,864.64","","-2.89%"
"2019-08-13","9,128.73","9,128.73","9,128.73","9,128.73","","1.42%"
"2019-08-12","9,000.78","9,000.78","9,000.78","9,000.78","","-1.22%"
"2019-08-09","9,112.37","9,112.37","9,112.37","9,112.37","","-0.72%"
"2019-08-08","9,178.47","9,178.47","9,178.47","9,178.47","","1.95%"
"2019-08-07","9,003.35","9,003.35","9,003.35","9,003.35","","0.11%"
"2019-08-06","8,993.87","8,993.87","8,993.87","8,993.87","","1.30%"
"2019-08-05","8,878.58","8,878.58","8,878.58","8,878.58","","-2.99%"
"2019-08-02","9,151.90","9,151.90","9,151.90","9,151.90","","-0.81%"
"2019-08-01","9,226.41","9,226.41","9,226.41","9,226.41","","-0.97%"
"2019-07-31","9,316.71","9,316.71","9,316.71","9,316.71","","-1.03%"
"2019-07-30","9,414.05","9,414.05","9,414.05","9,414.05","","-0.12%"
"2019-07-29","9,424.92","9,424.92","9,424.92","9,424.92","","-0.24%"
"2019-07-26","9,447.21","9,447.21","9,447.21","9,447.21","","0.79%"
"2019-07-25","9,373.20","9,373.20","9,373.20","9,373.20","","-0.61%"
"2019-07-24","9,430.73","9,430.73","9,430.73","9,430.73","","0.62%"
"2019-07-23","9,372.99","9,372.99","9,372.99","9,372.99","","0.68%"
"2019-07-22","9,309.38","9,309.38","9,309.38","9,309.38","","0.24%"
"2019-07-19","9,287.09","9,287.09","9,287.09","9,287.09","","-0.60%"
"2019-07-18","9,343.38","9,343.38","9,343.38","9,343.38","","0.36%"
"2019-07-17","9,309.81","9,309.81","9,309.81","9,309.81","","-0.62%"
"2019-07-16","9,368.09","9,368.09","9,368.09","9,368.09","","-0.30%"
"2019-07-15","9,396.62","9,396.62","9,396.62","9,396.62","","-0.02%"
"2019-07-12","9,398.59","9,398.59","9,398.59","9,398.59","","0.51%"
"2019-07-11","9,350.65","9,350.65","9,350.65","9,350.65","","0.16%"
"2019-07-10","9,335.77","9,335.77","9,335.77","9,335.77","","0.41%"
"2019-07-09","9,297.82","9,297.82","9,297.82","9,297.82","","0.19%"
"2019-07-08","9,279.88","9,279.88","9,279.88","9,279.88","","-0.54%"
"2019-07-05","9,330.02","9,330.02","9,330.02","9,330.02","","-0.12%"
"2019-07-03","9,341.00","9,341.00","9,341.00","9,341.00","","0.80%"
"2019-07-02","9,266.56","9,266.56","9,266.56","9,266.56","","0.21%"
"2019-07-01","9,247.17","9,247.17","9,247.17","9,247.17","","0.73%"
"2019-06-28","9,180.25","9,180.25","9,180.25","9,180.25","","0.67%"
"2019-06-27","9,119.08","9,119.08","9,119.08","9,119.08","","0.58%"
"2019-06-26","9,066.16","9,066.16","9,066.16","9,066.16","","-0.13%"
"2019-06-25","9,077.83","9,077.83","9,077.83","9,077.83","","-0.92%"
"2019-06-24","9,162.47","9,162.47","9,162.47","9,162.47","","-0.31%"
"2019-06-21","9,190.89","9,190.89","9,190.89","9,190.89","","-0.22%"
"2019-06-20","9,211.28","9,211.28","9,211.28","9,211.28","","0.90%"
"2019-06-19","9,129.32","9,129.32","9,129.32","9,129.32","","0.33%"
"2019-06-18","9,099.61","9,099.61","9,099.61","9,099.61","","1.00%"
"2019-06-17","9,009.64","9,009.64","9,009.64","9,009.64","","0.15%"
"2019-06-14","8,996.25","8,996.25","8,996.25","8,996.25","","-0.24%"
"2019-06-13","9,018.26","9,018.26","9,018.26","9,018.26","","0.50%"
"2019-06-12","8,973.77","8,973.77","8,973.77","8,973.77","","-0.18%"
"2019-06-11","8,989.95","8,989.95","8,989.95","8,989.95","","-0.07%"
"2019-06-10","8,996.15","8,996.15","8,996.15","8,996.15","","0.50%"
"2019-06-07","8,951.40","8,951.40","8,951.40","8,951.40","","1.00%"
"2019-06-06","8,862.49","8,862.49","8,862.49","8,862.49","","0.55%"
"2019-06-05","8,814.32","8,814.32","8,814.32","8,814.32","","0.75%"
"2019-06-04","8,748.65","8,748.65","8,748.65","8,748.65","","2.22%"
"2019-06-03","8,558.57","8,558.57","8,558.57","8,558.57","","-0.22%"
"2019-05-31","8,577.78","8,577.78","8,577.78","8,577.78","","-1.26%"
"2019-05-30","8,687.18","8,687.18","8,687.18","8,687.18","","0.17%"
"2019-05-29","8,672.04","8,672.04","8,672.04","8,672.04","","-0.71%"
"2019-05-28","8,733.72","8,733.72","8,733.72","8,733.72","","-0.82%"
"2019-05-24","8,805.63","8,805.63","8,805.63","8,805.63","","0.22%"
"2019-05-23","8,786.15","8,786.15","8,786.15","8,786.15","","-1.28%"
"2019-05-22","8,899.96","8,899.96","8,899.96","8,899.96","","-0.36%"
"2019-05-21","8,931.67","8,931.67","8,931.67","8,931.67","","0.93%"
"2019-05-20","8,849.52","8,849.52","8,849.52","8,849.52","","-0.70%"
"2019-05-17","8,912.03","8,912.03","8,912.03","8,912.03","","-0.68%"
"2019-05-16","8,972.91","8,972.91","8,972.91","8,972.91","","0.90%"
"2019-05-15","8,892.85","8,892.85","8,892.85","8,892.85","","0.58%"
"2019-05-14","8,841.36","8,841.36","8,841.36","8,841.36","","0.90%"
"2019-05-13","8,762.59","8,762.59","8,762.59","8,762.59","","-2.53%"
"2019-05-10","8,989.76","8,989.76","8,989.76","8,989.76","","0.38%"
"2019-05-09","8,955.81","8,955.81","8,955.81","8,955.81","","-0.25%"
"2019-05-08","8,978.68","8,978.68","8,978.68","8,978.68","","-0.18%"
"2019-05-07","8,994.80","8,994.80","8,994.80","8,994.80","","-1.70%"
"2019-05-06","9,150.00","9,150.00","9,150.00","9,150.00","","-0.38%"
"2019-05-03","9,184.97","9,184.97","9,184.97","9,184.97","","1.07%"
"2019-05-02","9,087.29","9,087.29","9,087.29","9,087.29","","-0.15%"
"2019-05-01","9,100.68","9,100.68","9,100.68","9,100.68","","-0.77%"
"2019-04-30","9,171.26","9,171.26","9,171.26","9,171.26","","0.06%"
"2019-04-29","9,166.17","9,166.17","9,166.17","9,166.17","","0.14%"
"2019-04-26","9,153.64","9,153.64","9,153.64","9,153.64","","0.54%"
"2019-04-25","9,104.44","9,104.44","9,104.44","9,104.44","","-0.14%"
"2019-04-24","9,116.84","9,116.84","9,116.84","9,116.84","","-0.17%"
"2019-04-23","9,132.18","9,132.18","9,132.18","9,132.18","","0.97%"
"2019-04-22","9,044.27","9,044.27","9,044.27","9,044.27","","0.05%"
"2019-04-18","9,039.36","9,039.36","9,039.36","9,039.36","","0.13%"
"2019-04-17","9,027.30","9,027.30","9,027.30","9,027.30","","-0.34%"
"2019-04-16","9,057.89","9,057.89","9,057.89","9,057.89","","0.05%"
"2019-04-15","9,053.66","9,053.66","9,053.66","9,053.66","","-0.09%"
"2019-04-12","9,061.69","9,061.69","9,061.69","9,061.69","","0.65%"
"2019-04-11","9,002.75","9,002.75","9,002.75","9,002.75","","0.01%"
"2019-04-10","9,001.79","9,001.79","9,001.79","9,001.79","","0.49%"
"2019-04-09","8,958.30","8,958.30","8,958.30","8,958.30","","-0.65%"
"2019-04-08","9,016.78","9,016.78","9,016.78","9,016.78","","0.08%"
"2019-04-05","9,009.29","9,009.29","9,009.29","9,009.29","","0.52%"
"2019-04-04","8,962.50","8,962.50","8,962.50","8,962.50","","0.20%"
"2019-04-03","8,944.33","8,944.33","8,944.33","8,944.33","","0.26%"
"2019-04-02","8,920.77","8,920.77","8,920.77","8,920.77","","-0.01%"
"2019-04-01","8,921.93","8,921.93","8,921.93","8,921.93","","1.17%"
"2019-03-29","8,819.10","8,819.10","8,819.10","8,819.10","","0.65%"
"2019-03-28","8,762.28","8,762.28","8,762.28","8,762.28","","0.45%"
"2019-03-27","8,722.70","8,722.70","8,722.70","8,722.70","","-0.46%"
"2019-03-26","8,762.92","8,762.92","8,762.92","8,762.92","","0.76%"
"2019-03-25","8,697.15","8,697.15","8,697.15","8,697.15","","-0.05%"
"2019-03-22","8,701.35","8,701.35","8,701.35","8,701.35","","-2.08%"
"2019-03-21","8,886.23","8,886.23","8,886.23","8,886.23","","1.14%"
"2019-03-20","8,785.81","8,785.81","8,785.81","8,785.81","","-0.35%"
"2019-03-19","8,816.72","8,816.72","8,816.72","8,816.72","","-0.08%"
"2019-03-18","8,823.84","8,823.84","8,823.84","8,823.84","","0.41%"
"2019-03-15","8,788.16","8,788.16","8,788.16","8,788.16","","0.46%"
"2019-03-14","8,748.31","8,748.31","8,748.31","8,748.31","","-0.08%"
"2019-03-13","8,755.35","8,755.35","8,755.35","8,755.35","","0.66%"
"2019-03-12","8,697.91","8,697.91","8,697.91","8,697.91","","0.28%"
"2019-03-11","8,673.30","8,673.30","8,673.30","8,673.30","","1.49%"
"2019-03-08","8,545.69","8,545.69","8,545.69","8,545.69","","-0.20%"
"2019-03-07","8,562.64","8,562.64","8,562.64","8,562.64","","-0.78%"
"2019-03-06","8,629.71","8,629.71","8,629.71","8,629.71","","-0.79%"
"2019-03-05","8,698.67","8,698.67","8,698.67","8,698.67","","-0.15%"
"2019-03-04","8,711.60","8,711.60","8,711.60","8,711.60","","-0.47%"
"2019-03-01","8,752.68","8,752.68","8,752.68","8,752.68","","0.70%"
"2019-02-28","8,692.18","8,692.18","8,692.18","8,692.18","","-0.27%"
"2019-02-27","8,715.82","8,715.82","8,715.82","8,715.82","","0.04%"
"2019-02-26","8,712.25","8,712.25","8,712.25","8,712.25","","-0.16%"
"2019-02-25","8,726.40","8,726.40","8,726.40","8,726.40","","0.13%"
"2019-02-22","8,715.31","8,715.31","8,715.31","8,715.31","","0.69%"
"2019-02-21","8,655.47","8,655.47","8,655.47","8,655.47","","-0.35%"
"2019-02-20","8,685.79","8,685.79","8,685.79","8,685.79","","0.20%"
"2019-02-19","8,668.56","8,668.56","8,668.56","8,668.56","","0.17%"
"2019-02-15","8,653.98","8,653.98","8,653.98","8,653.98","","1.11%"
"2019-02-14","8,558.75","8,558.75","8,558.75","8,558.75","","-0.18%"
"2019-02-13","8,574.54","8,574.54","8,574.54","8,574.54","","0.30%"
"2019-02-12","8,548.61","8,548.61","8,548.61","8,548.61","","1.28%"
"2019-02-11","8,440.19","8,440.19","8,440.19","8,440.19","","0.16%"
"2019-02-08","8,426.56","8,426.56","8,426.56","8,426.56","","0.10%"
"2019-02-07","8,417.92","8,417.92","8,417.92","8,417.92","","-0.87%"
"2019-02-06","8,492.10","8,492.10","8,492.10","8,492.10","","-0.21%"
"2019-02-05","8,509.92","8,509.92","8,509.92","8,509.92","","0.45%"
"2019-02-04","8,471.50","8,471.50","8,471.50","8,471.50","","0.72%"
"2019-02-01","8,411.15","8,411.15","8,411.15","8,411.15","","0.17%"
"2019-01-31","8,396.87","8,396.87","8,396.87","8,396.87","","0.87%"
"2019-01-30","8,324.29","8,324.29","8,324.29","8,324.29","","1.51%"
"2019-01-29","8,200.73","8,200.73","8,200.73","8,200.73","","-0.14%"
"2019-01-28","8,212.32","8,212.32","8,212.32","8,212.32","","-0.72%"
"2019-01-25","8,272.04","8,272.04","8,272.04","8,272.04","","0.93%"
"2019-01-24","8,195.86","8,195.86","8,195.86","8,195.86","","0.25%"
"2019-01-23","8,175.72","8,175.72","8,175.72","8,175.72","","0.16%"
"2019-01-22","8,162.98","8,162.98","8,162.98","8,162.98","","-1.44%"
"2019-01-18","8,281.99","8,281.99","8,281.99","8,281.99","","1.29%"
"2019-01-17","8,176.57","8,176.57","8,176.57","8,176.57","","0.79%"
"2019-01-16","8,112.83","8,112.83","8,112.83","8,112.83","","0.30%"
"2019-01-15","8,088.56","8,088.56","8,088.56","8,088.56","","1.04%"
"2019-01-14","8,005.51","8,005.51","8,005.51","8,005.51","","-0.57%"
"2019-01-11","8,051.33","8,051.33","8,051.33","8,051.33","","0.00%"
"2019-01-10","8,051.07","8,051.07","8,051.07","8,051.07","","0.47%"
"2019-01-09","8,013.12","8,013.12","8,013.12","8,013.12","","0.52%"
"2019-01-08","7,971.67","7,971.67","7,971.67","7,971.67","","1.06%"
"2019-01-07","7,888.40","7,888.40","7,888.40","7,888.40","","0.86%"
"2019-01-04","7,821.13","7,821.13","7,821.13","7,821.13","","3.46%"
"2019-01-03","7,559.58","7,559.58","7,559.58","7,559.58","","-2.35%"
"2019-01-02","7,741.16","7,741.16","7,741.16","7,741.16","","0.10%"
"2018-12-31","7,733.11","7,733.11","7,733.11","7,733.11","","0.88%"
"2018-12-28","7,665.86","7,665.86","7,665.86","7,665.86","","-0.04%"
"2018-12-27","7,668.84","7,668.84","7,668.84","7,668.84","","0.79%"
"2018-12-26","7,608.69","7,608.69","7,608.69","7,608.69","","4.97%"
"2018-12-24","7,248.54","7,248.54","7,248.54","7,248.54","","-2.63%"
"2018-12-21","7,444.64","7,444.64","7,444.64","7,444.64","","-2.11%"
"2018-12-20","7,604.81","7,604.81","7,604.81","7,604.81","","-1.60%"
"2018-12-19","7,728.59","7,728.59","7,728.59","7,728.59","","-1.56%"
"2018-12-18","7,851.45","7,851.45","7,851.45","7,851.45","","0.01%"
"2018-12-17","7,850.48","7,850.48","7,850.48","7,850.48","","-2.14%"
"2018-12-14","8,021.88","8,021.88","8,021.88","8,021.88","","-1.81%"
"2018-12-13","8,170.04","8,170.04","8,170.04","8,170.04","","-0.19%"
"2018-12-12","8,185.52","8,185.52","8,185.52","8,185.52","","0.60%"
"2018-12-11","8,137.09","8,137.09","8,137.09","8,137.09","","-0.07%"
"2018-12-10","8,142.46","8,142.46","8,142.46","8,142.46","","0.10%"
"2018-12-07","8,134.72","8,134.72","8,134.72","8,134.72","","-2.30%"
"2018-12-06","8,326.04","8,326.04","8,326.04","8,326.04","","-0.09%"
"2018-12-04","8,333.56","8,333.56","8,333.56","8,333.56","","-3.33%"
"2018-12-03","8,620.64","8,620.64","8,620.64","8,620.64","","1.10%"
"2018-11-30","8,526.68","8,526.68","8,526.68","8,526.68","","0.81%"
"2018-11-29","8,457.92","8,457.92","8,457.92","8,457.92","","-0.19%"
"2018-11-28","8,473.95","8,473.95","8,473.95","8,473.95","","2.33%"
"2018-11-27","8,281.01","8,281.01","8,281.01","8,281.01","","0.13%"
"2018-11-26","8,270.19","8,270.19","8,270.19","8,270.19","","1.54%"
"2018-11-23","8,144.49","8,144.49","8,144.49","8,144.49","","-0.55%"
"2018-11-21","8,189.47","8,189.47","8,189.47","8,189.47","","0.47%"
"2018-11-20","8,150.88","8,150.88","8,150.88","8,150.88","","-1.77%"
"2018-11-19","8,298.05","8,298.05","8,298.05","8,298.05","","-1.74%"
"2018-11-16","8,445.31","8,445.31","8,445.31","8,445.31","","0.23%"
"2018-11-15","8,426.29","8,426.29","8,426.29","8,426.29","","1.14%"
"2018-11-14","8,331.43","8,331.43","8,331.43","8,331.43","","-0.74%"
"2018-11-13","8,393.83","8,393.83","8,393.83","8,393.83","","-0.13%"
"2018-11-12","8,404.37","8,404.37","8,404.37","8,404.37","","-1.97%"
"2018-11-09","8,573.28","8,573.28","8,573.28","8,573.28","","-0.99%"
"2018-11-08","8,659.12","8,659.12","8,659.12","8,659.12","","-0.24%"
"2018-11-07","8,680.33","8,680.33","8,680.33","8,680.33","","2.05%"
"2018-11-06","8,506.05","8,506.05","8,506.05","8,506.05","","0.61%"
"2018-11-05","8,454.51","8,454.51","8,454.51","8,454.51","","0.45%"
"2018-11-02","8,416.46","8,416.46","8,416.46","8,416.46","","-0.55%"
"2018-11-01","8,462.91","8,462.91","8,462.91","8,462.91","","1.24%"
"2018-10-31","8,359.25","8,359.25","8,359.25","8,359.25","","1.08%"
"2018-10-30","8,270.16","8,270.16","8,270.16","8,270.16","","1.62%"
"2018-10-29","8,138.35","8,138.35","8,138.35","8,138.35","","-0.65%"
"2018-10-26","8,191.88","8,191.88","8,191.88","8,191.88","","-1.65%"
"2018-10-25","8,329.19","8,329.19","8,329.19","8,329.19","","1.88%"
"2018-10-24","8,175.89","8,175.89","8,175.89","8,175.89","","-3.17%"
"2018-10-23","8,443.22","8,443.22","8,443.22","8,443.22","","-0.57%"
"2018-10-22","8,491.81","8,491.81","8,491.81","8,491.81","","-0.41%"
"2018-10-19","8,526.46","8,526.46","8,526.46","8,526.46","","-0.20%"
"2018-10-18","8,543.18","8,543.18","8,543.18","8,543.18","","-1.47%"
"2018-10-17","8,670.86","8,670.86","8,670.86","8,670.86","","-0.08%"
"2018-10-16","8,677.94","8,677.94","8,677.94","8,677.94","","2.23%"
"2018-10-15","8,488.86","8,488.86","8,488.86","8,488.86","","-0.45%"
"2018-10-12","8,527.59","8,527.59","8,527.59","8,527.59","","1.31%"
"2018-10-11","8,417.63","8,417.63","8,417.63","8,417.63","","-2.01%"
"2018-10-10","8,590.50","8,590.50","8,590.50","8,590.50","","-3.24%"
"2018-10-09","8,878.34","8,878.34","8,878.34","8,878.34","","-0.17%"
"2018-10-08","8,893.43","8,893.43","8,893.43","8,893.43","","-0.11%"
"2018-10-05","8,903.40","8,903.40","8,903.40","8,903.40","","-0.60%"
"2018-10-04","8,957.33","8,957.33","8,957.33","8,957.33","","-0.90%"
"2018-10-03","9,038.79","9,038.79","9,038.79","9,038.79","","0.17%"
"2018-10-02","9,023.86","9,023.86","9,023.86","9,023.86","","-0.15%"
"2018-10-01","9,037.76","9,037.76","9,037.76","9,037.76","","0.16%"
"2018-09-28","9,023.69","9,023.69","9,023.69","9,023.69","","0.05%"
"2018-09-27","9,019.53","9,019.53","9,019.53","9,019.53","","0.27%"
"2018-09-26","8,995.64","8,995.64","8,995.64","8,995.64","","-0.41%"
"2018-09-25","9,033.05","9,033.05","9,033.05","9,033.05","","-0.07%"
"2018-09-24","9,039.28","9,039.28","9,039.28","9,039.28","","-0.36%"
"2018-09-21","9,072.02","9,072.02","9,072.02","9,072.02","","-0.09%"
"2018-09-20","9,079.89","9,079.89","9,079.89","9,079.89","","0.79%"
"2018-09-19","9,008.58","9,008.58","9,008.58","9,008.58","","0.02%"
"2018-09-18","9,006.34","9,006.34","9,006.34","9,006.34","","0.53%"
"2018-09-17","8,959.01","8,959.01","8,959.01","8,959.01","","-0.66%"
"2018-09-14","9,018.27","9,018.27","9,018.27","9,018.27","","0.10%"
"2018-09-13","9,009.22","9,009.22","9,009.22","9,009.22","","0.49%"
"2018-09-12","8,965.01","8,965.01","8,965.01","8,965.01","","0.03%"
"2018-09-11","8,962.60","8,962.60","8,962.60","8,962.60","","0.34%"
"2018-09-10","8,932.39","8,932.39","8,932.39","8,932.39","","0.22%"
"2018-09-07","8,912.95","8,912.95","8,912.95","8,912.95","","-0.21%"
"2018-09-06","8,931.62","8,931.62","8,931.62","8,931.62","","-0.37%"
"2018-09-05","8,965.08","8,965.08","8,965.08","8,965.08","","-0.33%"
"2018-09-04","8,994.58","8,994.58","8,994.58","8,994.58","","-0.16%"
"2018-08-31","9,008.78","9,008.78","9,008.78","9,008.78","","0.08%"
"2018-08-30","9,001.17","9,001.17","9,001.17","9,001.17","","-0.41%"
"2018-08-29","9,037.82","9,037.82","9,037.82","9,037.82","","0.55%"
"2018-08-28","8,988.67","8,988.67","8,988.67","8,988.67","","0.04%"
"2018-08-27","8,984.89","8,984.89","8,984.89","8,984.89","","0.71%"
"2018-08-24","8,921.46","8,921.46","8,921.46","8,921.46","","0.63%"
"2018-08-23","8,866.02","8,866.02","8,866.02","8,866.02","","-0.18%"
"2018-08-22","8,882.43","8,882.43","8,882.43","8,882.43","","0.01%"
"2018-08-21","8,881.58","8,881.58","8,881.58","8,881.58","","0.33%"
"2018-08-20","8,852.22","8,852.22","8,852.22","8,852.22","","0.27%"
"2018-08-17","8,828.76","8,828.76","8,828.76","8,828.76","","0.35%"
"2018-08-16","8,798.34","8,798.34","8,798.34","8,798.34","","0.82%"
"2018-08-15","8,726.52","8,726.52","8,726.52","8,726.52","","-0.81%"
"2018-08-14","8,798.19","8,798.19","8,798.19","8,798.19","","0.68%"
"2018-08-13","8,738.63","8,738.63","8,738.63","8,738.63","","-0.43%"
"2018-08-10","8,776.76","8,776.76","8,776.76","8,776.76","","-0.61%"
"2018-08-09","8,831.03","8,831.03","8,831.03","8,831.03","","-0.06%"
"2018-08-08","8,836.36","8,836.36","8,836.36","8,836.36","","-0.05%"
"2018-08-07","8,840.54","8,840.54","8,840.54","8,840.54","","0.29%"
"2018-08-06","8,814.64","8,814.64","8,814.64","8,814.64","","0.41%"
"2018-08-03","8,778.31","8,778.31","8,778.31","8,778.31","","0.35%"
"2018-08-02","8,747.50","8,747.50","8,747.50","8,747.50","","0.60%"
"2018-08-01","8,695.08","8,695.08","8,695.08","8,695.08","","-0.09%"
"2018-07-31","8,703.15","8,703.15","8,703.15","8,703.15","","0.58%"
"2018-07-30","8,653.31","8,653.31","8,653.31","8,653.31","","-0.62%"
"2018-07-27","8,707.50","8,707.50","8,707.50","8,707.50","","-0.81%"
"2018-07-26","8,778.22","8,778.22","8,778.22","8,778.22","","-0.18%"
"2018-07-25","8,793.81","8,793.81","8,793.81","8,793.81","","0.84%"
"2018-07-24","8,720.20","8,720.20","8,720.20","8,720.20","","0.22%"
"2018-07-23","8,701.46","8,701.46","8,701.46","8,701.46","","0.15%"
"2018-07-20","8,688.40","8,688.40","8,688.40","8,688.40","","-0.14%"
"2018-07-19","8,700.32","8,700.32","8,700.32","8,700.32","","-0.27%"
"2018-07-18","8,723.82","8,723.82","8,723.82","8,723.82","","0.24%"
"2018-07-17","8,703.36","8,703.36","8,703.36","8,703.36","","0.43%"
"2018-07-16","8,665.89","8,665.89","8,665.89","8,665.89","","-0.18%"
"2018-07-13","8,681.17","8,681.17","8,681.17","8,681.17","","0.07%"
"2018-07-12","8,675.50","8,675.50","8,675.50","8,675.50","","0.82%"
"2018-07-11","8,604.81","8,604.81","8,604.81","8,604.81","","-0.70%"
"2018-07-10","8,665.54","8,665.54","8,665.54","8,665.54","","0.25%"
"2018-07-09","8,644.04","8,644.04","8,644.04","8,644.04","","0.88%"
"2018-07-06","8,568.38","8,568.38","8,568.38","8,568.38","","0.87%"
"2018-07-05","8,494.33","8,494.33","8,494.33","8,494.33","","0.89%"
"2018-07-03","8,419.03","8,419.03","8,419.03","8,419.03","","-0.39%"
"2018-07-02","8,452.04","8,452.04","8,452.04","8,452.04","","0.34%"
"2018-06-29","8,423.60","8,423.60","8,423.60","8,423.60","","0.07%"
"2018-06-28","8,417.63","8,417.63","8,417.63","8,417.63","","0.62%"
"2018-06-27","8,365.95","8,365.95","8,365.95","8,365.95","","-0.97%"
"2018-06-26","8,447.59","8,447.59","8,447.59","8,447.59","","0.27%"
"2018-06-25","8,425.11","8,425.11","8,425.11","8,425.11","","-1.44%"
"2018-06-22","8,547.93","8,547.93","8,547.93","8,547.93","","0.15%"
"2018-06-21","8,534.93","8,534.93","8,534.93","8,534.93","","-0.69%"
"2018-06-20","8,594.08","8,594.08","8,594.08","8,594.08","","0.26%"
"2018-06-19","8,571.48","8,571.48","8,571.48","8,571.48","","-0.37%"
"2018-06-18","8,603.44","8,603.44","8,603.44","8,603.44","","-0.11%"
"2018-06-15","8,612.90","8,612.90","8,612.90","8,612.90","","-0.08%"
"2018-06-14","8,619.69","8,619.69","8,619.69","8,619.69","","0.30%"
"2018-06-13","8,593.87","8,593.87","8,593.87","8,593.87","","-0.41%"
"2018-06-12","8,629.21","8,629.21","8,629.21","8,629.21","","0.22%"
"2018-06-11","8,610.11","8,610.11","8,610.11","8,610.11","","0.10%"
"2018-06-08","8,601.30","8,601.30","8,601.30","8,601.30","","0.33%"
"2018-06-07","8,573.23","8,573.23","8,573.23","8,573.23","","-0.09%"
"2018-06-06","8,581.38","8,581.38","8,581.38","8,581.38","","0.85%"
"2018-06-05","8,509.03","8,509.03","8,509.03","8,509.03","","0.15%"
"2018-06-04","8,496.14","8,496.14","8,496.14","8,496.14","","0.47%"
"2018-06-01","8,456.46","8,456.46","8,456.46","8,456.46","","1.05%"
"2018-05-31","8,368.87","8,368.87","8,368.87","8,368.87","","-0.69%"
"2018-05-30","8,426.74","8,426.74","8,426.74","8,426.74","","1.30%"
"2018-05-29","8,318.72","8,318.72","8,318.72","8,318.72","","-1.01%"
"2018-05-25","8,403.49","8,403.49","8,403.49","8,403.49","","-0.20%"
"2018-05-24","8,420.10","8,420.10","8,420.10","8,420.10","","-0.16%"
"2018-05-23","8,433.46","8,433.46","8,433.46","8,433.46","","0.30%"
"2018-05-22","8,408.58","8,408.58","8,408.58","8,408.58","","-0.37%"
"2018-05-21","8,440.07","8,440.07","8,440.07","8,440.07","","0.74%"
"2018-05-18","8,378.19","8,378.19","8,378.19","8,378.19","","-0.20%"
"2018-05-17","8,394.77","8,394.77","8,394.77","8,394.77","","0.01%"
"2018-05-16","8,393.83","8,393.83","8,393.83","8,393.83","","0.48%"
"2018-05-15","8,353.55","8,353.55","8,353.55","8,353.55","","-0.60%"
"2018-05-14","8,403.78","8,403.78","8,403.78","8,403.78","","0.04%"
"2018-05-11","8,400.48","8,400.48","8,400.48","8,400.48","","0.18%"
"2018-05-10","8,385.05","8,385.05","8,385.05","8,385.05","","0.88%"
"2018-05-09","8,311.81","8,311.81","8,311.81","8,311.81","","0.92%"
"2018-05-08","8,235.67","8,235.67","8,235.67","8,235.67","","0.04%"
"2018-05-07","8,232.34","8,232.34","8,232.34","8,232.34","","0.43%"
"2018-05-04","8,197.49","8,197.49","8,197.49","8,197.49","","1.31%"
"2018-05-03","8,091.82","8,091.82","8,091.82","8,091.82","","-0.24%"
"2018-05-02","8,111.52","8,111.52","8,111.52","8,111.52","","-0.61%"
"2018-05-01","8,161.30","8,161.30","8,161.30","8,161.30","","0.27%"
"2018-04-30","8,139.10","8,139.10","8,139.10","8,139.10","","-0.80%"
"2018-04-27","8,204.81","8,204.81","8,204.81","8,204.81","","0.08%"
"2018-04-26","8,198.13","8,198.13","8,198.13","8,198.13","","0.97%"
"2018-04-25","8,119.50","8,119.50","8,119.50","8,119.50","","0.12%"
"2018-04-24","8,109.38","8,109.38","8,109.38","8,109.38","","-1.24%"
"2018-04-23","8,211.25","8,211.25","8,211.25","8,211.25","","-0.02%"
"2018-04-20","8,212.96","8,212.96","8,212.96","8,212.96","","-0.80%"
"2018-04-19","8,279.37","8,279.37","8,279.37","8,279.37","","-0.56%"
"2018-04-18","8,326.21","8,326.21","8,326.21","8,326.21","","0.12%"
"2018-04-17","8,316.12","8,316.12","8,316.12","8,316.12","","1.07%"
"2018-04-16","8,228.33","8,228.33","8,228.33","8,228.33","","0.83%"
"2018-04-13","8,160.81","8,160.81","8,160.81","8,160.81","","-0.32%"
"2018-04-12","8,187.05","8,187.05","8,187.05","8,187.05","","0.79%"
"2018-04-11","8,123.00","8,123.00","8,123.00","8,123.00","","-0.45%"
