"Date","Price","Open","High","Low","Vol.","Change %"
"2018-04-10","8,159.85","8,159.85","8,159.85","8,159.85","","1.69%"
"2018-04-09","8,024.08","8,024.08","8,024.08","8,024.08","","0.30%"
"2018-04-06","8,000.15","8,000.15","8,000.15","8,000.15","","-2.14%"
"2018-04-05","8,174.81","8,174.81","8,174.81","8,174.81","","0.71%"
"2018-04-04","8,117.18","8,117.18","8,117.18","8,117.18","","1.15%"
"2018-04-03","8,024.67","8,024.67","8,024.67","8,024.67","","1.25%"
"2018-04-02","7,925.67","7,925.67","7,925.67","7,925.67","","-2.25%"
"2018-03-29","8,108.28","8,108.28","8,108.28","8,108.28","","1.35%"
"2018-03-28","8,000.11","8,000.11","8,000.11","8,000.11","","-0.25%"
"2018-03-27","8,019.99","8,019.99","8,019.99","8,019.99","","-1.74%"
"2018-03-26","8,162.26","8,162.26","8,162.26","8,162.26","","2.62%"
"2018-03-23","7,953.92","7,953.92","7,953.92","7,953.92","","-2.07%"
"2018-03-22","8,121.86","8,121.86","8,121.86","8,121.86","","-2.47%"
"2018-03-21","8,327.88","8,327.88","8,327.88","8,327.88","","-0.08%"
"2018-03-20","8,334.31","8,334.31","8,334.31","8,334.31","","0.14%"
"2018-03-19","8,322.36","8,322.36","8,322.36","8,322.36","","-1.35%"
"2018-03-16","8,436.10","8,436.10","8,436.10","8,436.10","","0.24%"
"2018-03-15","8,416.22","8,416.22","8,416.22","8,416.22","","-0.13%"
"2018-03-14","8,427.48","8,427.48","8,427.48","8,427.48","","-0.52%"
"2018-03-13","8,471.84","8,471.84","8,471.84","8,471.84","","-0.62%"
"2018-03-12","8,524.28","8,524.28","8,524.28","8,524.28","","-0.06%"
"2018-03-09","8,529.65","8,529.65","8,529.65","8,529.65","","1.68%"
"2018-03-08","8,388.52","8,388.52","8,388.52","8,388.52","","0.39%"
"2018-03-07","8,355.86","8,355.86","8,355.86","8,355.86","","0.05%"
"2018-03-06","8,351.37","8,351.37","8,351.37","8,351.37","","0.38%"
"2018-03-05","8,320.14","8,320.14","8,320.14","8,320.14","","1.08%"
"2018-03-02","8,230.95","8,230.95","8,230.95","8,230.95","","0.66%"
"2018-03-01","8,177.37","8,177.37","8,177.37","8,177.37","","-1.17%"
"2018-02-28","8,274.38","8,274.38","8,274.38","8,274.38","","-1.10%"
"2018-02-27","8,366.24","8,366.24","8,366.24","8,366.24","","-1.27%"
"2018-02-26","8,474.08","8,474.08","8,474.08","8,474.08","","1.09%"
"2018-02-23","8,383.07","8,383.07","8,383.07","8,383.07","","1.55%"
"2018-02-22","8,255.23","8,255.23","8,255.23","8,255.23","","0.06%"
"2018-02-21","8,250.59","8,250.59","8,250.59","8,250.59","","-0.48%"
"2018-02-20","8,290.00","8,290.00","8,290.00","8,290.00","","-0.59%"
"2018-02-16","8,338.95","8,338.95","8,338.95","8,338.95","","0.07%"
"2018-02-15","8,332.89","8,332.89","8,332.89","8,332.89","","1.21%"
"2018-02-14","8,233.66","8,233.66","8,233.66","8,233.66","","1.43%"
"2018-02-13","8,117.21","8,117.21","8,117.21","8,117.21","","0.28%"
"2018-02-12","8,094.26","8,094.26","8,094.26","8,094.26","","1.34%"
"2018-02-09","7,987.52","7,987.52","7,987.52","7,987.52","","1.42%"
"2018-02-08","7,875.34","7,875.34","7,875.34","7,875.34","","-3.65%"
"2018-02-07","8,173.32","8,173.32","8,173.32","8,173.32","","-0.41%"
"2018-02-06","8,207.13","8,207.13","8,207.13","8,207.13","","1.61%"
"2018-02-05","8,076.73","8,076.73","8,076.73","8,076.73","","-3.98%"
"2018-02-02","8,411.68","8,411.68","8,411.68","8,411.68","","-2.09%"
"2018-02-01","8,590.88","8,590.88","8,590.88","8,590.88","","0.00%"
"2018-01-31","8,591.05","8,591.05","8,591.05","8,591.05","","0.00%"
"2018-01-30","8,591.10","8,591.10","8,591.10","8,591.10","","-1.06%"
"2018-01-29","8,683.32","8,683.32","8,683.32","8,683.32","","-0.67%"
"2018-01-26","8,742.33","8,742.33","8,742.33","8,742.33","","1.07%"
"2018-01-25","8,649.72","8,649.72","8,649.72","8,649.72","","0.05%"
"2018-01-24","8,645.54","8,645.54","8,645.54","8,645.54","","-0.13%"
"2018-01-23","8,656.84","8,656.84","8,656.84","8,656.84","","0.24%"
"2018-01-22","8,635.73","8,635.73","8,635.73","8,635.73","","0.78%"
"2018-01-19","8,568.53","8,568.53","8,568.53","8,568.53","","0.56%"
"2018-01-18","8,521.20","8,521.20","8,521.20","8,521.20","","-0.20%"
"2018-01-17","8,538.39","8,538.39","8,538.39","8,538.39","","0.92%"
"2018-01-16","8,460.31","8,460.31","8,460.31","8,460.31","","-0.45%"
"2018-01-12","8,498.86","8,498.86","8,498.86","8,498.86","","0.61%"
"2018-01-11","8,447.28","8,447.28","8,447.28","8,447.28","","0.83%"
"2018-01-10","8,377.43","8,377.43","8,377.43","8,377.43","","-0.12%"
"2018-01-09","8,387.50","8,387.50","8,387.50","8,387.50","","0.12%"
"2018-01-08","8,377.28","8,377.28","8,377.28","8,377.28","","0.19%"
"2018-01-05","8,361.78","8,361.78","8,361.78","8,361.78","","0.64%"
"2018-01-04","8,308.38","8,308.38","8,308.38","8,308.38","","0.38%"
"2018-01-03","8,276.86","8,276.86","8,276.86","8,276.86","","0.58%"
"2018-01-02","8,228.76","8,228.76","8,228.76","8,228.76","","0.83%"
"2017-12-29","8,160.88","8,160.88","8,160.88","8,160.88","","-0.54%"
"2017-12-28","8,205.06","8,205.06","8,205.06","8,205.06","","0.23%"
"2017-12-27","8,185.85","8,185.85","8,185.85","8,185.85","","0.08%"
"2017-12-26","8,179.36","8,179.36","8,179.36","8,179.36","","-0.07%"
"2017-12-22","8,185.44","8,185.44","8,185.44","8,185.44","","-0.05%"
"2017-12-21","8,189.38","8,189.38","8,189.38","8,189.38","","0.23%"
"2017-12-20","8,170.72","8,170.72","8,170.72","8,170.72","","-0.03%"
"2017-12-19","8,173.46","8,173.46","8,173.46","8,173.46","","-0.36%"
"2017-12-18","8,203.22","8,203.22","8,203.22","8,203.22","","0.63%"
"2017-12-15","8,151.99","8,151.99","8,151.99","8,151.99","","0.95%"
"2017-12-14","8,075.19","8,075.19","8,075.19","8,075.19","","-0.46%"
"2017-12-13","8,112.68","8,112.68","8,112.68","8,112.68","","0.00%"
"2017-12-12","8,112.89","8,112.89","8,112.89","8,112.89","","0.09%"
"2017-12-11","8,105.52","8,105.52","8,105.52","8,105.52","","0.27%"
"2017-12-08","8,083.92","8,083.92","8,083.92","8,083.92","","0.52%"
"2017-12-07","8,041.91","8,041.91","8,041.91","8,041.91","","0.39%"
"2017-12-06","8,010.57","8,010.57","8,010.57","8,010.57","","-0.08%"
"2017-12-05","8,017.00","8,017.00","8,017.00","8,017.00","","-0.44%"
"2017-12-04","8,052.21","8,052.21","8,052.21","8,052.21","","-0.14%"
"2017-12-01","8,063.21","8,063.21","8,063.21","8,063.21","","-0.21%"
"2017-11-30","8,080.12","8,080.12","8,080.12","8,080.12","","0.77%"
"2017-11-29","8,018.07","8,018.07","8,018.07","8,018.07","","0.00%"
"2017-11-28","8,018.00","8,018.00","8,018.00","8,018.00","","1.02%"
"2017-11-27","7,937.34","7,937.34","7,937.34","7,937.34","","-0.09%"
"2017-11-24","7,944.12","7,944.12","7,944.12","7,944.12","","0.20%"
"2017-11-22","7,928.02","7,928.02","7,928.02","7,928.02","","-0.06%"
"2017-11-21","7,933.10","7,933.10","7,933.10","7,933.10","","0.69%"
"2017-11-20","7,878.40","7,878.40","7,878.40","7,878.40","","0.19%"
"2017-11-17","7,863.45","7,863.45","7,863.45","7,863.45","","-0.14%"
"2017-11-16","7,874.44","7,874.44","7,874.44","7,874.44","","0.92%"
"2017-11-15","7,803.01","7,803.01","7,803.01","7,803.01","","-0.52%"
"2017-11-14","7,843.53","7,843.53","7,843.53","7,843.53","","-0.22%"
"2017-11-13","7,860.77","7,860.77","7,860.77","7,860.77","","0.09%"
"2017-11-10","7,853.59","7,853.59","7,853.59","7,853.59","","-0.03%"
"2017-11-09","7,855.78","7,855.78","7,855.78","7,855.78","","-0.37%"
"2017-11-08","7,885.23","7,885.23","7,885.23","7,885.23","","0.15%"
"2017-11-07","7,873.16","7,873.16","7,873.16","7,873.16","","-0.16%"
"2017-11-06","7,885.83","7,885.83","7,885.83","7,885.83","","0.16%"
"2017-11-03","7,873.18","7,873.18","7,873.18","7,873.18","","0.29%"
"2017-11-02","7,850.09","7,850.09","7,850.09","7,850.09","","0.04%"
"2017-11-01","7,847.26","7,847.26","7,847.26","7,847.26","","0.07%"
"2017-10-31","7,842.04","7,842.04","7,842.04","7,842.04","","0.19%"
"2017-10-30","7,826.98","7,826.98","7,826.98","7,826.98","","-0.40%"
"2017-10-27","7,858.19","7,858.19","7,858.19","7,858.19","","0.78%"
"2017-10-26","7,797.53","7,797.53","7,797.53","7,797.53","","0.17%"
"2017-10-25","7,784.19","7,784.19","7,784.19","7,784.19","","-0.49%"
"2017-10-24","7,822.45","7,822.45","7,822.45","7,822.45","","0.17%"
"2017-10-23","7,809.47","7,809.47","7,809.47","7,809.47","","-0.44%"
"2017-10-20","7,844.26","7,844.26","7,844.26","7,844.26","","0.52%"
"2017-10-19","7,803.41","7,803.41","7,803.41","7,803.41","","0.02%"
"2017-10-18","7,801.76","7,801.76","7,801.76","7,801.76","","0.11%"
"2017-10-17","7,793.11","7,793.11","7,793.11","7,793.11","","0.02%"
"2017-10-16","7,791.29","7,791.29","7,791.29","7,791.29","","0.15%"
"2017-10-13","7,779.56","7,779.56","7,779.56","7,779.56","","0.06%"
"2017-10-12","7,774.82","7,774.82","7,774.82","7,774.82","","-0.14%"
"2017-10-11","7,785.98","7,785.98","7,785.98","7,785.98","","0.16%"
"2017-10-10","7,773.90","7,773.90","7,773.90","7,773.90","","0.23%"
"2017-10-09","7,755.91","7,755.91","7,755.91","7,755.91","","-0.21%"
"2017-10-06","7,772.30","7,772.30","7,772.30","7,772.30","","-0.08%"
"2017-10-05","7,778.57","7,778.57","7,778.57","7,778.57","","0.54%"
"2017-10-04","7,736.99","7,736.99","7,736.99","7,736.99","","0.10%"
"2017-10-03","7,729.13","7,729.13","7,729.13","7,729.13","","0.23%"
"2017-10-02","7,711.52","7,711.52","7,711.52","7,711.52","","0.48%"
"2017-09-29","7,674.52","7,674.52","7,674.52","7,674.52","","0.35%"
"2017-09-28","7,647.99","7,647.99","7,647.99","7,647.99","","0.16%"
"2017-09-27","7,635.79","7,635.79","7,635.79","7,635.79","","0.54%"
"2017-09-26","7,595.13","7,595.13","7,595.13","7,595.13","","0.04%"
"2017-09-25","7,592.41","7,592.41","7,592.41","7,592.41","","-0.19%"
"2017-09-22","7,606.88","7,606.88","7,606.88","7,606.88","","0.11%"
"2017-09-21","7,598.55","7,598.55","7,598.55","7,598.55","","-0.28%"
"2017-09-20","7,620.02","7,620.02","7,620.02","7,620.02","","0.12%"
"2017-09-19","7,611.21","7,611.21","7,611.21","7,611.21","","0.09%"
"2017-09-18","7,604.66","7,604.66","7,604.66","7,604.66","","0.22%"
"2017-09-15","7,587.72","7,587.72","7,587.72","7,587.72","","0.23%"
"2017-09-14","7,570.56","7,570.56","7,570.56","7,570.56","","-0.08%"
"2017-09-13","7,576.43","7,576.43","7,576.43","7,576.43","","0.07%"
"2017-09-12","7,571.01","7,571.01","7,571.01","7,571.01","","0.38%"
"2017-09-11","7,542.50","7,542.50","7,542.50","7,542.50","","1.10%"
"2017-09-08","7,460.61","7,460.61","7,460.61","7,460.61","","-0.10%"
"2017-09-07","7,468.41","7,468.41","7,468.41","7,468.41","","-0.04%"
"2017-09-06","7,471.63","7,471.63","7,471.63","7,471.63","","0.28%"
"2017-09-05","7,450.70","7,450.70","7,450.70","7,450.70","","-0.80%"
"2017-09-01","7,510.92","7,510.92","7,510.92","7,510.92","","0.25%"
"2017-08-31","7,491.82","7,491.82","7,491.82","7,491.82","","0.65%"
"2017-08-30","7,443.22","7,443.22","7,443.22","7,443.22","","0.53%"
"2017-08-29","7,404.28","7,404.28","7,404.28","7,404.28","","0.08%"
"2017-08-28","7,398.35","7,398.35","7,398.35","7,398.35","","0.06%"
"2017-08-25","7,393.86","7,393.86","7,393.86","7,393.86","","0.19%"
"2017-08-24","7,379.95","7,379.95","7,379.95","7,379.95","","-0.14%"
"2017-08-23","7,390.34","7,390.34","7,390.34","7,390.34","","-0.29%"
"2017-08-22","7,412.09","7,412.09","7,412.09","7,412.09","","1.00%"
"2017-08-21","7,338.61","7,338.61","7,338.61","7,338.61","","0.10%"
"2017-08-18","7,331.31","7,331.31","7,331.31","7,331.31","","-0.17%"
"2017-08-17","7,343.99","7,343.99","7,343.99","7,343.99","","-1.55%"
"2017-08-16","7,459.98","7,459.98","7,459.98","7,459.98","","0.18%"
"2017-08-15","7,446.36","7,446.36","7,446.36","7,446.36","","-0.11%"
"2017-08-14","7,454.57","7,454.57","7,454.57","7,454.57","","1.05%"
"2017-08-11","7,377.36","7,377.36","7,377.36","7,377.36","","0.16%"
"2017-08-10","7,365.68","7,365.68","7,365.68","7,365.68","","-1.45%"
"2017-08-09","7,474.34","7,474.34","7,474.34","7,474.34","","-0.13%"
"2017-08-08","7,484.42","7,484.42","7,484.42","7,484.42","","-0.24%"
"2017-08-07","7,502.52","7,502.52","7,502.52","7,502.52","","0.15%"
"2017-08-04","7,491.03","7,491.03","7,491.03","7,491.03","","0.23%"
"2017-08-03","7,473.61","7,473.61","7,473.61","7,473.61","","-0.22%"
"2017-08-02","7,489.77","7,489.77","7,489.77","7,489.77","","-0.08%"
"2017-08-01","7,495.48","7,495.48","7,495.48","7,495.48","","0.24%"
"2017-07-31","7,477.41","7,477.41","7,477.41","7,477.41","","-0.09%"
"2017-07-28","7,484.09","7,484.09","7,484.09","7,484.09","","-0.15%"
"2017-07-27","7,495.19","7,495.19","7,495.19","7,495.19","","-0.17%"
"2017-07-26","7,508.10","7,508.10","7,508.10","7,508.10","","-0.04%"
"2017-07-25","7,511.42","7,511.42","7,511.42","7,511.42","","0.36%"
"2017-07-24","7,484.71","7,484.71","7,484.71","7,484.71","","-0.05%"
"2017-07-21","7,488.16","7,488.16","7,488.16","7,488.16","","-0.07%"
"2017-07-20","7,493.72","7,493.72","7,493.72","7,493.72","","-0.01%"
"2017-07-19","7,494.45","7,494.45","7,494.45","7,494.45","","0.61%"
"2017-07-18","7,448.98","7,448.98","7,448.98","7,448.98","","0.02%"
"2017-07-17","7,447.47","7,447.47","7,447.47","7,447.47","","0.02%"
"2017-07-14","7,446.02","7,446.02","7,446.02","7,446.02","","0.44%"
"2017-07-13","7,413.35","7,413.35","7,413.35","7,413.35","","0.18%"
"2017-07-12","7,400.09","7,400.09","7,400.09","7,400.09","","0.74%"
"2017-07-11","7,345.50","7,345.50","7,345.50","7,345.50","","-0.01%"
"2017-07-10","7,346.36","7,346.36","7,346.36","7,346.36","","0.02%"
"2017-07-07","7,344.74","7,344.74","7,344.74","7,344.74","","0.70%"
"2017-07-06","7,293.78","7,293.78","7,293.78","7,293.78","","-0.98%"
"2017-07-05","7,366.30","7,366.30","7,366.30","7,366.30","","0.07%"
"2017-07-03","7,361.01","7,361.01","7,361.01","7,361.01","","0.30%"
"2017-06-30","7,339.03","7,339.03","7,339.03","7,339.03","","0.15%"
"2017-06-29","7,328.14","7,328.14","7,328.14","7,328.14","","-0.84%"
"2017-06-28","7,390.16","7,390.16","7,390.16","7,390.16","","0.97%"
"2017-06-27","7,319.02","7,319.02","7,319.02","7,319.02","","-0.83%"
"2017-06-26","7,380.64","7,380.64","7,380.64","7,380.64","","0.07%"
"2017-06-23","7,375.60","7,375.60","7,375.60","7,375.60","","0.24%"
"2017-06-22","7,357.90","7,357.90","7,357.90","7,357.90","","0.01%"
"2017-06-21","7,357.31","7,357.31","7,357.31","7,357.31","","-0.09%"
"2017-06-20","7,363.60","7,363.60","7,363.60","7,363.60","","-0.72%"
"2017-06-19","7,416.99","7,416.99","7,416.99","7,416.99","","0.83%"
"2017-06-16","7,355.81","7,355.81","7,355.81","7,355.81","","-0.01%"
"2017-06-15","7,356.21","7,356.21","7,356.21","7,356.21","","-0.25%"
"2017-06-14","7,374.43","7,374.43","7,374.43","7,374.43","","-0.15%"
"2017-06-13","7,385.36","7,385.36","7,385.36","7,385.36","","0.51%"
"2017-06-12","7,347.61","7,347.61","7,347.61","7,347.61","","-0.08%"
"2017-06-09","7,353.66","7,353.66","7,353.66","7,353.66","","-0.05%"
"2017-06-08","7,357.18","7,357.18","7,357.18","7,357.18","","0.15%"
"2017-06-07","7,345.98","7,345.98","7,345.98","7,345.98","","0.16%"
"2017-06-06","7,334.47","7,334.47","7,334.47","7,334.47","","-0.27%"
"2017-06-05","7,354.56","7,354.56","7,354.56","7,354.56","","-0.19%"
"2017-06-02","7,368.32","7,368.32","7,368.32","7,368.32","","0.38%"
"2017-06-01","7,340.25","7,340.25","7,340.25","7,340.25","","0.92%"
"2017-05-31","7,273.39","7,273.39","7,273.39","7,273.39","","-0.01%"
"2017-05-30","7,274.48","7,274.48","7,274.48","7,274.48","","-0.19%"
"2017-05-26","7,287.98","7,287.98","7,287.98","7,287.98","","0.03%"
"2017-05-25","7,285.91","7,285.91","7,285.91","7,285.91","","0.40%"
"2017-05-24","7,256.61","7,256.61","7,256.61","7,256.61","","0.25%"
"2017-05-23","7,238.40","7,238.40","7,238.40","7,238.40","","0.18%"
"2017-05-22","7,225.38","7,225.38","7,225.38","7,225.38","","0.54%"
"2017-05-19","7,186.31","7,186.31","7,186.31","7,186.31","","0.69%"
"2017-05-18","7,137.38","7,137.38","7,137.38","7,137.38","","0.36%"
"2017-05-17","7,111.43","7,111.43","7,111.43","7,111.43","","-1.86%"
"2017-05-16","7,246.48","7,246.48","7,246.48","7,246.48","","-0.05%"
"2017-05-15","7,250.15","7,250.15","7,250.15","7,250.15","","0.53%"
"2017-05-12","7,211.81","7,211.81","7,211.81","7,211.81","","-0.19%"
"2017-05-11","7,225.58","7,225.58","7,225.58","7,225.58","","-0.25%"
"2017-05-10","7,243.68","7,243.68","7,243.68","7,243.68","","0.20%"
"2017-05-09","7,229.42","7,229.42","7,229.42","7,229.42","","-0.08%"
"2017-05-08","7,235.14","7,235.14","7,235.14","7,235.14","","-0.06%"
"2017-05-05","7,239.35","7,239.35","7,239.35","7,239.35","","0.48%"
"2017-05-04","7,204.92","7,204.92","7,204.92","7,204.92","","0.01%"
"2017-05-03","7,204.38","7,204.38","7,204.38","7,204.38","","-0.20%"
"2017-05-02","7,218.47","7,218.47","7,218.47","7,218.47","","0.04%"
"2017-05-01","7,215.33","7,215.33","7,215.33","7,215.33","","0.22%"
"2017-04-28","7,199.71","7,199.71","7,199.71","7,199.71","","-0.32%"
"2017-04-27","7,222.64","7,222.64","7,222.64","7,222.64","","0.06%"
"2017-04-26","7,218.39","7,218.39","7,218.39","7,218.39","","0.02%"
"2017-04-25","7,216.77","7,216.77","7,216.77","7,216.77","","0.63%"
"2017-04-24","7,171.30","7,171.30","7,171.30","7,171.30","","1.09%"
"2017-04-21","7,093.97","7,093.97","7,093.97","7,093.97","","-0.30%"
"2017-04-20","7,115.23","7,115.23","7,115.23","7,115.23","","0.80%"
"2017-04-19","7,058.93","7,058.93","7,058.93","7,058.93","","-0.09%"
"2017-04-18","7,064.96","7,064.96","7,064.96","7,064.96","","-0.24%"
"2017-04-17","7,081.95","7,081.95","7,081.95","7,081.95","","0.90%"
"2017-04-13","7,018.88","7,018.88","7,018.88","7,018.88","","-0.71%"
"2017-04-12","7,069.31","7,069.31","7,069.31","7,069.31","","-0.49%"
"2017-04-11","7,103.85","7,103.85","7,103.85","7,103.85","","-0.03%"
"2017-04-10","7,105.66","7,105.66","7,105.66","7,105.66","","0.11%"
"2017-04-07","7,098.12","7,098.12","7,098.12","7,098.12","","-0.07%"
"2017-04-06","7,103.32","7,103.32","7,103.32","7,103.32","","0.33%"
"2017-04-05","7,080.21","7,080.21","7,080.21","7,080.21","","-0.40%"
"2017-04-04","7,108.84","7,108.84","7,108.84","7,108.84","","0.05%"
"2017-04-03","7,104.99","7,104.99","7,104.99","7,104.99","","-0.27%"
"2017-03-31","7,124.20","7,124.20","7,124.20","7,124.20","","-0.16%"
"2017-03-30","7,135.55","7,135.55","7,135.55","7,135.55","","0.34%"
"2017-03-29","7,111.63","7,111.63","7,111.63","7,111.63","","0.17%"
"2017-03-28","7,099.71","7,099.71","7,099.71","7,099.71","","0.73%"
"2017-03-27","7,048.00","7,048.00","7,048.00","7,048.00","","-0.07%"
"2017-03-24","7,052.91","7,052.91","7,052.91","7,052.91","","-0.06%"
"2017-03-23","7,057.17","7,057.17","7,057.17","7,057.17","","-0.03%"
"2017-03-22","7,059.09","7,059.09","7,059.09","7,059.09","","0.17%"
"2017-03-21","7,047.13","7,047.13","7,047.13","7,047.13","","-1.41%"
"2017-03-20","7,147.79","7,147.79","7,147.79","7,147.79","","-0.25%"
"2017-03-17","7,165.67","7,165.67","7,165.67","7,165.67","","-0.07%"
"2017-03-16","7,170.65","7,170.65","7,170.65","7,170.65","","-0.11%"
"2017-03-15","7,178.41","7,178.41","7,178.41","7,178.41","","0.92%"
"2017-03-14","7,112.76","7,112.76","7,112.76","7,112.76","","-0.35%"
"2017-03-13","7,138.09","7,138.09","7,138.09","7,138.09","","0.11%"
"2017-03-10","7,130.33","7,130.33","7,130.33","7,130.33","","0.34%"
"2017-03-09","7,106.42","7,106.42","7,106.42","7,106.42","","0.00%"
"2017-03-08","7,106.14","7,106.14","7,106.14","7,106.14","","-0.25%"
"2017-03-07","7,124.07","7,124.07","7,124.07","7,124.07","","-0.34%"
"2017-03-06","7,148.39","7,148.39","7,148.39","7,148.39","","-0.38%"
"2017-03-03","7,175.66","7,175.66","7,175.66","7,175.66","","0.06%"
"2017-03-02","7,171.47","7,171.47","7,171.47","7,171.47","","-0.67%"
"2017-03-01","7,219.50","7,219.50","7,219.50","7,219.50","","1.41%"
"2017-02-28","7,119.35","7,119.35","7,119.35","7,119.35","","-0.40%"
"2017-02-27","7,148.28","7,148.28","7,148.28","7,148.28","","0.23%"
"2017-02-24","7,132.19","7,132.19","7,132.19","7,132.19","","0.16%"
"2017-02-23","7,120.77","7,120.77","7,120.77","7,120.77","","-0.05%"
"2017-02-22","7,124.52","7,124.52","7,124.52","7,124.52","","-0.15%"
"2017-02-21","7,135.24","7,135.24","7,135.24","7,135.24","","0.63%"
"2017-02-17","7,090.86","7,090.86","7,090.86","7,090.86","","0.16%"
"2017-02-16","7,079.29","7,079.29","7,079.29","7,079.29","","-0.11%"
"2017-02-15","7,086.97","7,086.97","7,086.97","7,086.97","","0.50%"
"2017-02-14","7,051.54","7,051.54","7,051.54","7,051.54","","0.41%"
"2017-02-13","7,022.67","7,022.67","7,022.67","7,022.67","","0.51%"
"2017-02-10","6,987.19","6,987.19","6,987.19","6,987.19","","0.39%"
"2017-02-09","6,959.77","6,959.77","6,959.77","6,959.77","","0.69%"
"2017-02-08","6,912.36","6,912.36","6,912.36","6,912.36","","0.09%"
"2017-02-07","6,906.32","6,906.32","6,906.32","6,906.32","","-0.03%"
"2017-02-06","6,908.27","6,908.27","6,908.27","6,908.27","","-0.26%"
"2017-02-03","6,926.16","6,926.16","6,926.16","6,926.16","","0.83%"
"2017-02-02","6,869.35","6,869.35","6,869.35","6,869.35","","0.05%"
"2017-02-01","6,865.66","6,865.66","6,865.66","6,865.66","","0.02%"
"2017-01-31","6,864.07","6,864.07","6,864.07","6,864.07","","0.02%"
"2017-01-30","6,862.65","6,862.65","6,862.65","6,862.65","","-0.68%"
"2017-01-27","6,909.31","6,909.31","6,909.31","6,909.31","","-0.13%"
"2017-01-26","6,918.40","6,918.40","6,918.40","6,918.40","","-0.12%"
"2017-01-25","6,926.48","6,926.48","6,926.48","6,926.48","","0.80%"
